Traditional	Simplified	Pinyin	English	Zhuyin	Level
光彩	光彩	guāngcǎi	luster, splendor, radiance, brilliance		7-9
光碟	光碟	guāngdié	optical disc, compact disc, CD, CD-ROM, CL:片[pian4],張|张[zhang1]		7-9
光顧	光顾	guānggù	to visit (as a customer)		7-9
光滑	光滑	guānghuá	glossy; sleek; smooth		7-9
光環	光环	guānghuán	ring of light; halo; (fig.) glory; splendor		7-9
光纜	光缆	guānglǎn	optical cable		7-9
光芒	光芒	guāngmáng	rays of light, brilliant rays, radiance		7-9
光明磊落	光明磊落	guāngmíng-lěiluò	open and candid (idiom); straightforward and upright		7-9
光澤	光泽	guāngzé	see 光澤縣|光泽县[Guang1 ze2 Xian4]; luster, gloss		7-9
廣義	广义	guǎngyì	broad sense, general sense		7-9
歸根到底	归根到底	guīgēn-dàodǐ	after all, in the final analysis, ultimately		7-9
歸還	归还	guīhuán	to return sth, to revert		7-9
歸結	归结	guījié	to sum up; to conclude; to put in a nutshell, conclusion; end (of a story etc)		7-9
歸來	归来	guīlái	to return, to come back		7-9
歸納	归纳	guīnà	to sum up, to summarize, to conclude from facts, induction (method of deduction in logic)		7-9
歸屬	归属	guīshǔ	to belong to, to be affiliated to, to fall under the jurisdiction of, a place where one feels that one belongs, one's final destination (where one need look no further)		7-9
歸宿	归宿	guīsù	place to return to, home, final destination, ending		7-9
龜	龟	guī	tortoise; turtle, (coll.) cuckold; variant of 皸|皲[jun1]; used in 龜茲|龟兹[Qiu1 ci2]		7-9
規格	规格	guīgé	standard, norm, specification		7-9
規矩	规矩	guīju	lit. compass and set square, fig. established standard, rule, customs, practices, fig. upright and honest, well-behaved		7-9
閨女	闺女	guīnü	maiden; unmarried woman, (coll.) daughter		7-9
瑰寶	瑰宝	guībǎo	a treasure; a rare and valuable thing		7-9
軌跡	轨迹	guǐjì	locus, orbit, trajectory, track		7-9
櫃檯	柜台	guìtái	variant of 櫃檯|柜台[gui4 tai2]; sales counter; front desk; bar, (of financial trading, medicines etc) OTC (over-the-counter); variant of 櫃檯|柜台[gui4 tai2]		7-9
貴賓	贵宾	guìbīn	honored guest, distinguished guest, VIP		7-9
貴重	贵重	guìzhòng	precious		7-9
貴族	贵族	guìzú	lord, nobility, nobleman, noblewoman, aristocrat, aristocracy		7-9
桂花	桂花	guìhuā	osmanthus flowers, Osmanthus fragrans		7-9
滾動	滚动	gǔndòng	to roll, (to do sth) in a loop, to scroll (computing), to progressively expand (economics), to rumble (of thunder)		7-9
棍	棍	gùn	stick; rod; truncheon, scoundrel; villain		7-9
棍子	棍子	gùnzi	stick; rod		7-9
國寶	国宝	guóbǎo	national treasure		7-9
國防	国防	guófáng	national defense		7-9
國畫	国画	guóhuà	traditional Chinese painting		7-9
國徽	国徽	guóhuī	the national emblem of the PRC (a red circle containing the five stars of the PRC flag over Tiananmen 天安門|天安门[Tian1 an1 men2]); national emblem, national coat of arms		7-9
國情	国情	guóqíng	the characteristics and circumstances particular to a country, current state of a country		7-9
國土	国土	guótǔ	country's territory, national land		7-9
國學	国学	guóxué	Chinese national culture, studies of ancient Chinese civilization, the Imperial College (history)		7-9
國有	国有	guóyǒu	nationalized, public, government owned, state-owned		7-9
果斷	果断	guǒduàn	firm, decisive		7-9
果園	果园	guǒyuán	orchard		7-9
果真	果真	guǒzhēn	really, as expected, sure enough, if indeed..., if it's really...		7-9
裹	裹	guǒ	to wrap around, bundle; parcel; package, to press into service; to pressgang; to make off with (sth)		7-9
過半	过半	guòbàn	over fifty percent, more than half		7-9
過不去	过不去	guòbuqù	to make life difficult for, to embarrass, unable to make it through		7-9
過錯	过错	guòcuò	mistake, fault, responsibility (for a fault)		7-9
過道	过道	guòdào	passageway, corridor, aisle		7-9
過關	过关	guòguān	to cross a barrier, to get through (an ordeal), to pass (a test), to reach (a standard)		7-9
過獎	过奖	guòjiǎng	to overpraise, to flatter		7-9
過節	过节	guòjié	to celebrate a festival, after the celebrations (i.e. once the festival is over)		7-9
過境	过境	guòjìng	to pass through a country's territory, transit		7-9
過濾	过滤	guòlǜ	to filter		7-9
過期	过期	guòqī	to be overdue, to exceed the time limit, to expire (as in expiration date)		7-9
過日子	过日子	guò rìzi	to live one's life, to pass one's days, to get along		7-9
過剩	过剩	guòshèng	to be excessive; to be more than is required		7-9
過失	过失	guòshī	error, fault, (law) negligence, delinquency		7-9
過頭	过头	guòtóu	to overdo it, to overstep the limit, excessively, above one's head, overhead		7-9
過往	过往	guòwǎng	to come and go, to have friendly relations with, in the past, previous		7-9
過意不去	过意不去	guòyìbùqù	to feel very apologetic		7-9
過癮	过瘾	guòyǐn	to satisfy a craving, to get a kick out of sth, gratifying, immensely enjoyable, satisfying, fulfilling		7-9
過硬	过硬	guòyìng	to have perfect mastery of sth, to be up to the mark		7-9
過早	过早	guò zǎo	premature; untimely, (dialect) to have breakfast; breakfast		7-9
海岸	海岸	hǎi'àn	coastal, seacoast		7-9
海拔	海拔	hǎibá	height above sea level, elevation		7-9
海濱	海滨	hǎibīn	shore, seaside		7-9
海盜	海盗	hǎidào	pirate		7-9
海量	海量	hǎiliàng	huge volume		7-9
海綿	海绵	hǎimián	(zoology) sea sponge, (esp.) dried sea sponge, sponge (made from polyester or cellulose etc), foam rubber		7-9
海面	海面	hǎimiàn	the surface of the sea; ocean surface		7-9
海內外	海内外	hǎi nèiwài	domestic and international; at home and abroad		7-9
海灘	海滩	hǎitān	beach, CL:片[pian4]		7-9
海峽	海峡	hǎixiá	strait; channel		7-9
海嘯	海啸	hǎixiào	tsunami		7-9
海域	海域	hǎiyù	sea area, territorial waters, maritime space		7-9
海運	海运	hǎiyùn	shipping by sea		7-9
海藻	海藻	hǎizǎo	seaweed, marine alga, kelp		7-9
駭人聽聞	骇人听闻	hàiréntīngwén	shocking, horrifying, atrocious, terrible		7-9
害蟲	害虫	hàichóng	injurious insect, pest		7-9
害臊	害臊	hàisào	to be bashful, to feel ashamed		7-9
害羞	害羞	hàixiū	shy, embarrassed, bashful		7-9
酣暢	酣畅	hānchàng	unrestrained, cheerful lack of inhibition, esp. for drinking or sleeping, to drink with abandon		7-9
酣睡	酣睡	hānshuì	to sleep soundly, to fall into a deep sleep		7-9
含糊	含糊	hánhu	ambiguous, vague, careless, perfunctory		7-9
含蓄	含蓄	hánxù	to contain, to hold, (of a person or style etc) reserved, restrained, (of words, writings) full of hidden meaning, implicit, veiled (criticism)		7-9
函授	函授	hánshòu	to teach by correspondence		7-9
涵蓋	涵盖	hángài	to cover, to comprise, to include		7-9
涵義	涵义	hányì	content, meaning, connotation, implication		7-9
罕見	罕见	hǎnjiàn	rare, rarely seen		7-9
汗水	汗水	hànshuǐ	sweat, perspiration		7-9
旱	旱	hàn	drought		7-9
旱災	旱灾	hànzāi	drought		7-9
捍衛	捍卫	hànwèi	to defend; to uphold; to safeguard		7-9
焊	焊	hàn	to weld, to solder; variant of 焊[han4]; variant of 焊[han4]		7-9
行家	行家	hángjia	connoisseur; expert; veteran		7-9
行列	行列	hángliè	"formation, array, (fig.) ranks (as in ""join the ranks of ..."")"		7-9
行情	行情	hángqíng	market price, quotation of market price, the current market situation		7-9
航海	航海	hánghǎi	to sail the seas, maritime navigation, voyage		7-9
航天	航天	hángtiān	space flight		7-9
航天員	航天员	hángtiānyuán	astronaut		7-9
航行	航行	hángxíng	to sail, to fly, to navigate		7-9
航運	航运	hángyùn	shipping, transport		7-9
毫不	毫不	háo bù	hardly, not in the least, not at all		7-9
毫不猶豫	毫不犹豫	háo bù yóuyù	without the slightest hesitation		7-9
毫無	毫无	háo wú	not in the least, to completely lack		7-9
豪華	豪华	háohuá	luxurious		7-9
好比	好比	hǎobǐ	to be just like; can be compared to		7-9
好歹	好歹	hǎodǎi	good and bad, most unfortunate occurrence, in any case, whatever		7-9
好感	好感	hǎogǎn	good opinion, favorable impression		7-9
好壞	好坏	hǎohuài	good or bad, good and bad, standard; quality, (coll.) very bad		7-9
好家伙	好家伙	hǎojiāhuo	my God!, oh boy!, man!		7-9
好評	好评	hǎopíng	favorable criticism, positive evaluation		7-9
好說	好说	hǎoshuō	easy to deal with; not a problem, (polite answer) you flatter me		7-9
好笑	好笑	hǎoxiào	laughable; funny; ridiculous		7-9
好心	好心	hǎoxīn	kindness, good intentions		7-9
好心人	好心人	hǎoxīnrén	kindhearted person, good Samaritan		7-9
好意	好意	hǎoyì	good intention, kindness		7-9
好在	好在	hǎozài	luckily, fortunately		7-9
號稱	号称	hàochēng	to be known as; to be nicknamed, to be purportedly, to claim (often exaggeratedly or falsely)		7-9
好客	好客	hàokè	hospitality, to treat guests well, to enjoy having guests, hospitable, friendly		7-9
好奇心	好奇心	hàoqíxīn	interest in sth, curiosity, inquisitive		7-9
耗	耗	hào	to waste, to spend, to consume, to squander, news, (coll.) to delay, to dilly-dally		7-9
耗費	耗费	hàofèi	to waste, to spend, to consume, to squander		7-9
耗時	耗时	hàoshí	time-consuming, to take a period of (x amount of time)		7-9
浩劫	浩劫	hàojié	calamity, catastrophe, apocalypse		7-9
呵護	呵护	hēhù	to bless, to cherish, to take good care of, to conserve		7-9
禾苗	禾苗	hémiáo	seedling (of rice or other grain), CL:棵[ke1]		7-9
合唱	合唱	héchàng	chorus, to chorus		7-9
合乎	合乎	héhū	to accord with; to conform to		7-9
合伙	合伙	héhuǒ	to act jointly, to form a partnership		7-9
合計	合计	héjì	to add up the total, to figure what sth amounts to, to consider		7-9
合情合理	合情合理	héqíng-hélǐ	(idiom) reasonable; fair		7-9
合影	合影	héyǐng	group photo, to take a group photo		7-9
合資	合资	hézī	joint venture		7-9
合作社	合作社	hézuòshè	cooperative, workers' or agricultural producers' cooperative etc		7-9
何必	何必	hébì	there is no need, why should		7-9
何處	何处	hé chù	whence, where		7-9
何苦	何苦	hékǔ	why bother?, is it worth the trouble?		7-9
何況	何况	hékuàng	let alone, to say nothing of, besides, what's more		7-9
何時	何时	hé shí	when		7-9
和藹	和蔼	hé'ǎi	kindly, nice, amiable		7-9
和解	和解	héjiě	to settle (a dispute out of court), to reconcile, settlement, conciliation, to become reconciled		7-9
和睦	和睦	hémù	peaceful relations, harmonious		7-9
和平共處	和平共处	hépíng gòngchǔ	peaceful coexistence of nations, societies etc		7-9
和氣	和气	héqi	friendly, polite, amiable		7-9
和尚	和尚	héshang	Buddhist monk		7-9
河流	河流	héliú	river, CL:條|条[tiao2]		7-9
河畔	河畔	hépàn	riverside, river plain		7-9
荷花	荷花	héhuā	lotus		7-9
核	核	hé	pit, stone, nucleus, nuclear, to examine, to check, to verify; variant of 核[he2], to investigate		7-9
核電站	核电站	hédiànzhàn	nuclear power plant		7-9
核對	核对	héduì	to check, to verify, to audit, to examine		7-9
核能	核能	hénéng	nuclear energy		7-9
核實	核实	héshí	to verify; to check		7-9
核桃	核桃	hétao	walnut, CL:個|个[ge4],顆|颗[ke1]		7-9
核武器	核武器	héwǔqì	nuclear weapon		7-9
賀電	贺电	hèdiàn	congratulatory telegram		7-9
賀信	贺信	hèxìn	congratulatory letter or message		7-9
喝彩	喝彩	hècǎi	to acclaim, to cheer		7-9
赫然	赫然	hèrán	with astonishment, with a shock, awe-inspiringly, impressively, furiously (angry)		7-9
鶴立雞群	鹤立鸡群	hèlìjīqún	a crane in a flock of chicken (idiom); way above the common, manifestly superior		7-9
黑白	黑白	hēibái	black and white, right and wrong, monochrome		7-9
黑客	黑客	hēikè	(computing) (loanword) hacker		7-9
黑馬	黑马	hēimǎ	dark horse, fig. unexpected winner		7-9
黑手	黑手	hēishǒu	(fig.) malign agent who manipulates from behind the scenes, hidden hand, (Tw) mechanic, blue-collar worker, manual laborer		7-9
黑心	黑心	hēixīn	ruthless and lacking in conscience, vicious mind full of hatred and jealousy, black core (flaw in pottery)		7-9
嘿	嘿	hēi	hey		7-9
痕跡	痕迹	hénjì	vestige, mark, trace		7-9
恨不得	恨不得	hènbude	wishing one could do sth; to hate to be unable; itching to do sth		7-9
哼	哼	hēng	to groan, to snort, to hum, to croon, humph!; interjection expressing dissatisfaction or suspicion		7-9
橫七豎八	横七竖八	héngqī-shùbā	in disorder, at sixes and sevens (idiom)		7-9
橫向	横向	héngxiàng	horizontal, orthogonal, perpendicular, lateral, crosswise		7-9
橫	横	hèng	horizontal, across, crosswise, horizontal stroke (in Chinese characters), to place (sth) flat (on a surface), to cross (a river, etc), in a jumble, chaotic, (in fixed expressions) harsh and unreasonable, violent; harsh and unreasonable, unexpected		7-9
轟	轰	hōng	explosion, bang, boom, rumble, to attack, to shoo away, to expel		7-9
轟動	轰动	hōngdòng	to cause a sensation, to create a stir in (a place), commotion, controversy		7-9
轟炸	轰炸	hōngzhà	to bomb, to bombard, CL:陣|阵[zhen4]		7-9
哄	哄	hōng	roar of laughter (onom.), hubbub, to roar (as a crowd); to deceive, to coax, to amuse (a child); variant of 鬨|哄[hong4]		7-9
哄堂大笑	哄堂大笑	hōngtáng-dàxiào	the whole room roaring with laughter (idiom)		7-9
烘乾	烘干	hōnggān	to dry over a stove		7-9
烘托	烘托	hōngtuō	background (of a painting), backdrop, a foil (to set off something to advantage), to offset (something to advantage)		7-9
弘揚	弘扬	hóngyáng	to enhance, to promote, to enrich		7-9
紅燈	红灯	hóngdēng	red light		7-9
紅火	红火	hónghuo	prosperous		7-9
紅撲撲	红扑扑	hóngpūpū	red, rosy, flushed		7-9
紅潤	红润	hóngrùn	ruddy, rosy, florid		7-9
紅薯	红薯	hóngshǔ	sweet potato		7-9
紅眼	红眼	hóngyǎn	to become infuriated, to see red, envious, jealous, covetous, pink eye (conjunctivitis), red-eye (flight)(photography) red eye		7-9
宏觀	宏观	hóngguān	macro-, macroscopic, holistic		7-9
宏偉	宏伟	hóngwěi	grand, imposing, magnificent		7-9
洪亮	洪亮	hóngliàng	loud and clear; resonant		7-9
哄	哄	hǒng	roar of laughter (onom.), hubbub, to roar (as a crowd); to deceive, to coax, to amuse (a child); variant of 鬨|哄[hong4]		7-9
鬨	哄	hòng	roar of laughter (onom.), hubbub, to roar (as a crowd); to deceive, to coax, to amuse (a child); variant of 鬨|哄[hong4]		7-9
喉嚨	喉咙	hóulóng	the throat		7-9
吼	吼	hǒu	to roar, to howl, to shriek, roar or howl of an animal, bellow of rage		7-9
後備	后备	hòubèi	reserve; backup		7-9
後備箱	后备箱	hòubèixiāng	trunk, boot (of a car)		7-9
後代	后代	hòudài	descendant; progeny, posterity; later ages; later generations		7-9
後盾	后盾	hòudùn	support, backing		7-9
後顧之憂	后顾之忧	hòugùzhīyōu	"fears of trouble in the rear (idiom); family worries (obstructing freedom of action), worries about the future consequences, often in negative expressions, meaning ""no worries about anything"""		7-9
後期	后期	hòuqī	late stage, later period		7-9
後勤	后勤	hòuqín	logistics		7-9
後人	后人	hòurén	later generation		7-9
後台	后台	hòutái	backstage area, behind-the-scenes supporter, (computing) back-end, background		7-9
後退	后退	hòutuì	to recoil; to draw back; to fall back; to retreat		7-9
後續	后续	hòuxù	follow-up, (dialect) to remarry		7-9
後遺症	后遗症	hòuyízhèng	(medicine) sequelae, residual effects, (fig.) repercussions, aftermath		7-9
後裔	后裔	hòuyì	descendant		7-9
後者	后者	hòuzhě	the latter		7-9
厚道	厚道	hòudao	kind and honest, generous, sincere		7-9
厚度	厚度	hòudù	thickness		7-9
候選人	候选人	hòuxuǎnrén	candidate, CL:名[ming2]		7-9
